employee_id,role,department,day_index,project_phase,total_work_hours,meeting_hours,meeting_count,after_hours_work,task_assigned_count,task_completed_count,deadline_compression_ratio,task_switching_rate,email_volume,slack_message_count,response_latency_avg,longest_focus_block_minutes,recovery_gap_minutes,weekend_work_ratio,sleep_hours,sleep_consistency_score,hr_variability_index,error_rate,revision_count,decision_reversal_count,output_score,productivity_volatility_index,meeting_density_ratio,load_accumulation_rate,recovery_deficit_score,instability_index,volatility_acceleration,collapse_probability
EMP0194,Analyst,Engineering,42,Development,9.24,0.64,1,0.34,8,6,0.152,0.93,28,44,3.8,100.5,416.0,0.0,7.74,0.715,36.2,0.0094,0,0,53.35,0.194,0.108,0.198,0.0,0.068,0.0383,0.081
EMP0194,Analyst,Engineering,43,Development,9.71,3.35,4,0.87,8,5,0.285,1.23,42,53,5.5,54.1,80.4,0.0,7.54,0.724,33.2,0.0025,0,0,62.43,0.204,0.412,0.323,0.199,0.184,0.0658,0.1752
EMP0194,Analyst,Engineering,44,Development,9.5,5.7,8,1.6,13,8,0.345,0.64,36,78,13.3,89.6,16.9,0.0,7.21,0.609,43.8,0.0173,0,0,55.77,0.199,0.842,0.388,0.022,0.229,0.0771,0.1778
EMP0194,Analyst,Engineering,45,Development,9.38,2.77,4,1.54,14,9,0.092,3.31,43,56,62.3,38.9,81.7,0.0,6.61,0.569,35.3,0.0274,0,0,47.62,0.264,0.426,0.365,0.343,0.342,0.0964,0.387
EMP0194,Analyst,Engineering,46,Development,10.47,6.28,8,1.5,13,7,0.085,1.11,28,52,4.6,101.8,21.6,0.0,7.87,0.665,20.0,0.0031,0,0,50.3,0.195,0.764,0.496,0.0,0.192,0.0968,0.0948
EMP0194,Analyst,Engineering,47,Development,9.52,5.27,6,0.6,10,6,0.233,2.19,34,52,61.9,61.9,26.9,0.209,7.78,0.647,39.9,0.0075,0,0,65.22,0.218,0.63,0.265,0.156,0.254,0.0578,0.1764
EMP0194,Analyst,Engineering,48,Development,9.92,3.95,5,1.3,7,4,0.324,1.28,25,66,64.9,82.5,42.6,0.269,6.99,0.564,28.1,0.015,1,0,48.67,0.216,0.504,0.402,0.076,0.192,0.0869,0.1963
EMP0194,Analyst,Engineering,49,Development,9.34,3.76,7,1.05,7,5,0.426,0.97,37,49,1.0,93.4,33.9,0.0,7.77,0.689,33.3,0.0111,0,0,55.2,0.194,0.749,0.299,0.0,0.201,0.058,0.1036
EMP0194,Analyst,Engineering,50,Development,9.97,5.98,6,1.12,11,8,0.355,1.69,26,61,4.6,89.5,16.6,0.0,7.18,0.549,33.0,0.0117,0,0,61.72,0.22,0.602,0.386,0.024,0.202,0.085,0.1402
EMP0194,Analyst,Engineering,51,Development,9.9,4.98,7,1.33,8,4,0.051,2.7,30,52,0.0,76.3,28.9,0.0,7.4,0.556,37.5,0.0101,0,0,54.71,0.236,0.707,0.404,0.083,0.267,0.0953,0.1571
EMP0194,Analyst,Engineering,52,Development,9.48,5.27,4,0.96,10,9,0.17,3.1,34,59,5.0,72.3,37.3,0.0,7.47,0.544,33.3,0.0135,0,0,54.11,0.243,0.422,0.305,0.1,0.234,0.0741,0.1183
EMP0194,Analyst,Engineering,53,Development,11.03,2.12,4,2.14,11,9,0.271,3.42,31,47,4.9,67.8,81.0,0.0,6.27,0.547,30.6,0.0548,2,0,65.03,0.273,0.363,0.646,0.205,0.346,0.1764,0.3781
EMP0194,Analyst,Engineering,54,Development,10.17,2.33,2,2.44,5,4,0.4,2.33,31,53,3.3,71.1,166.4,0.0,6.82,0.585,46.2,0.0298,0,1,60.82,0.24,0.197,0.576,0.15,0.214,0.1383,0.0991
EMP0194,Analyst,Engineering,55,Development,10.53,1.63,3,2.04,8,5,0.022,1.24,36,78,33.4,102.0,104.9,0.0,6.84,0.598,29.6,0.0169,0,0,57.69,0.218,0.285,0.571,0.044,0.141,0.1245,0.0649
EMP0194,Analyst,Engineering,56,Development,9.75,5.24,6,0.9,6,5,0.165,2.3,18,53,5.9,82.5,45.4,0.0,6.85,0.546,40.2,0.0261,0,0,52.87,0.239,0.615,0.331,0.085,0.27,0.0792,0.1635
EMP0194,Analyst,Engineering,57,Development,9.92,1.85,3,0.95,11,10,0.251,1.4,29,55,26.9,75.0,115.4,0.0,8.14,0.607,31.6,0.0099,0,0,60.01,0.195,0.302,0.359,0.083,0.147,0.07,0.1675
EMP0194,Analyst,Engineering,58,Development,10.07,0.67,1,3.13,11,10,0.187,1.79,35,68,62.2,77.9,447.2,0.0,7.7,0.545,35.3,0.0,0,0,57.84,0.212,0.099,0.65,0.067,0.094,0.1378,0.1044
EMP0194,Analyst,Engineering,59,Development,10.84,1.19,1,1.99,8,7,0.476,1.86,30,55,10.4,45.6,417.2,0.0,6.93,0.558,27.0,0.012,1,0,56.3,0.229,0.092,0.604,0.285,0.184,0.1383,0.1565
EMP0194,Analyst,Engineering,60,Testing,10.86,6.52,7,3.67,8,5,0.377,1.39,44,60,47.4,69.0,24.1,0.0,6.0,0.748,31.6,0.0374,1,0,55.21,0.238,0.645,0.816,0.217,0.31,0.1943,0.2359
EMP0194,Analyst,Engineering,61,Testing,11.26,1.31,2,2.66,14,10,0.619,1.03,35,49,30.6,73.7,185.9,0.487,6.24,0.622,34.1,0.027,1,0,52.54,0.226,0.178,0.74,0.175,0.173,0.1672,0.2148
EMP0194,Analyst,Engineering,62,Testing,11.59,6.95,9,2.81,6,5,0.2,3.95,33,71,1.9,48.3,5.0,0.045,6.11,0.607,22.2,0.0449,0,0,50.37,0.287,0.777,0.8,0.324,0.461,0.2296,0.1602
EMP0194,Analyst,Engineering,63,Testing,10.52,3.29,3,1.68,15,11,0.191,0.46,30,57,13.2,106.8,92.7,0.0,6.94,0.741,32.6,0.0167,0,0,56.71,0.2,0.285,0.525,0.037,0.115,0.105,0.1055
EMP0194,Analyst,Engineering,64,Testing,11.45,3.47,5,2.58,8,7,0.211,0.74,45,62,12.7,84.8,61.5,0.0,7.28,0.612,30.1,0.0206,0,0,58.17,0.199,0.437,0.754,0.044,0.164,0.15,0.0799
EMP0194,Analyst,Engineering,65,Testing,11.35,4.4,3,2.71,9,8,0.179,3.02,36,49,12.0,93.2,72.6,0.0,6.45,0.661,32.3,0.024,0,0,42.46,0.261,0.264,0.758,0.07,0.212,0.1977,0.2747
EMP0194,Analyst,Engineering,66,Testing,10.83,3.97,3,1.91,7,4,0.481,2.3,39,60,22.8,69.0,83.1,0.0,6.33,0.562,30.4,0.0595,0,0,47.9,0.249,0.277,0.592,0.195,0.302,0.1475,0.3134
EMP0194,Analyst,Engineering,67,Testing,11.64,6.99,6,2.82,9,6,0.549,0.54,45,56,27.4,94.4,6.0,0.0,6.8,0.676,20.0,0.0157,0,0,52.35,0.205,0.515,0.808,0.047,0.165,0.1655,0.198
EMP0194,Analyst,Engineering,68,Testing,11.58,1.41,2,2.88,13,8,0.173,1.77,42,53,4.9,87.8,175.6,0.0,6.64,0.627,26.0,0.0163,0,0,58.45,0.233,0.173,0.808,0.07,0.141,0.1881,0.1494
EMP0194,Analyst,Engineering,69,Testing,11.21,6.73,8,2.33,15,11,0.531,2.18,33,59,5.3,88.5,5.0,0.361,6.54,0.752,26.3,0.0374,0,1,46.83,0.243,0.714,0.693,0.072,0.305,0.1683,0.3971
EMP0194,Analyst,Engineering,70,Testing,11.56,1.53,3,3.0,5,4,0.194,1.58,38,59,48.7,90.3,134.6,0.0,6.63,0.694,28.1,0.0039,1,0,55.19,0.229,0.26,0.82,0.058,0.125,0.1878,0.1511
EMP0194,Analyst,Engineering,71,Testing,10.97,2.6,4,2.36,12,10,0.121,1.61,37,61,16.6,58.4,63.5,0.0,7.03,0.604,26.8,0.0149,0,0,49.21,0.222,0.365,0.666,0.207,0.213,0.1479,0.3431
EMP0194,Analyst,Engineering,72,Testing,11.15,2.44,3,2.46,11,9,0.26,3.84,39,55,18.2,104.6,89.4,0.0,6.63,0.541,31.6,0.0399,1,1,46.38,0.274,0.269,0.701,0.058,0.266,0.1921,0.1582
EMP0194,Analyst,Engineering,73,Testing,10.55,6.33,8,2.32,10,8,0.508,3.93,24,65,29.7,56.2,10.5,0.0,6.88,0.737,37.9,0.0251,0,0,42.23,0.271,0.758,0.609,0.229,0.388,0.165,0.1919
EMP0194,Analyst,Engineering,74,Testing,10.47,6.28,5,2.03,10,7,0.128,1.15,36,58,11.6,78.7,27.3,0.0,7.54,0.596,31.1,0.0,0,0,55.27,0.202,0.478,0.562,0.063,0.149,0.1136,0.1038
EMP0194,Analyst,Engineering,75,Testing,11.98,7.19,8,5.29,10,8,0.389,1.38,30,48,27.5,89.7,20.6,0.0,6.55,0.574,30.7,0.0362,2,0,50.68,0.227,0.668,1.159,0.065,0.267,0.263,0.2526
EMP0194,Analyst,Engineering,76,Testing,11.23,2.26,4,3.35,11,10,0.367,3.58,36,50,29.0,57.5,77.0,0.0,6.48,0.744,26.1,0.0372,1,1,40.14,0.272,0.356,0.822,0.249,0.328,0.2237,0.1938
EMP0194,Analyst,Engineering,77,Testing,10.97,4.11,5,2.2,7,4,0.14,0.75,29,52,7.3,72.7,55.5,0.0,6.34,0.654,29.8,0.0427,3,0,53.52,0.218,0.456,0.646,0.173,0.251,0.1409,0.2337
EMP0194,Analyst,Engineering,78,Testing,11.38,5.95,4,2.39,7,4,0.232,1.61,31,54,4.5,68.1,19.5,0.0,7.29,0.556,27.2,0.039,1,1,58.14,0.216,0.351,0.721,0.136,0.237,0.1558,0.3187
EMP0194,Analyst,Engineering,79,Testing,12.25,2.74,2,5.14,10,8,0.472,1.76,34,56,0.2,81.9,151.3,0.0,6.25,0.6,25.3,0.0351,0,1,54.83,0.24,0.163,1.174,0.128,0.194,0.2817,0.2308
EMP0194,Analyst,Engineering,80,Testing,11.72,4.6,4,3.06,13,8,0.333,3.04,35,66,21.2,68.1,66.0,0.0,5.91,0.743,21.0,0.0278,0,0,53.79,0.273,0.341,0.848,0.228,0.283,0.2314,0.1123
EMP0194,Analyst,Engineering,81,Testing,11.27,6.76,6,2.9,6,4,0.148,1.69,39,73,29.8,55.6,17.8,0.0,7.81,0.592,34.7,0.0133,0,0,55.74,0.208,0.532,0.771,0.191,0.241,0.1604,0.1844
EMP0194,Analyst,Engineering,82,Testing,11.86,4.15,7,4.13,15,9,0.3,1.0,36,48,0.3,78.9,40.3,0.0,6.79,0.71,26.2,0.0217,1,0,50.02,0.214,0.59,0.999,0.109,0.224,0.2137,0.0812
EMP0194,Analyst,Engineering,83,Testing,11.75,7.05,8,2.76,11,7,0.287,1.81,31,53,2.3,78.0,11.4,0.0,7.03,0.554,27.0,0.0157,1,2,43.98,0.226,0.681,0.814,0.098,0.251,0.1839,0.0963
EMP0194,Analyst,Engineering,84,Testing,10.95,2.68,2,2.31,16,15,0.478,0.86,33,61,11.4,105.5,167.3,0.0,7.72,0.638,28.0,0.019,0,0,48.71,0.193,0.183,0.658,0.0,0.1,0.1269,0.1733
EMP0194,Analyst,Engineering,85,Testing,12.51,2.27,3,4.17,5,3,0.668,1.06,30,69,17.9,91.8,123.7,0.0,7.19,0.594,20.0,0.006,0,0,62.75,0.207,0.24,1.085,0.021,0.098,0.2246,0.1155
EMP0194,Analyst,Engineering,86,Testing,12.46,3.23,4,4.52,12,11,0.274,2.85,24,58,6.1,92.1,65.7,0.0,6.19,0.603,29.2,0.0321,0,0,48.91,0.263,0.321,1.122,0.087,0.24,0.2952,0.1781
EMP0194,Analyst,Engineering,87,Testing,11.54,2.63,3,2.63,9,7,0.734,1.65,37,53,11.6,60.2,100.0,0.0,5.99,0.707,24.5,0.0426,2,2,55.78,0.243,0.26,0.771,0.266,0.267,0.1874,0.2485
EMP0194,Analyst,Engineering,88,Testing,12.33,7.4,6,3.96,8,7,0.377,0.53,45,62,63.8,86.7,20.0,0.0,6.37,0.661,27.6,0.0248,0,0,54.32,0.213,0.487,1.036,0.094,0.191,0.2207,0.3374
EMP0194,Analyst,Engineering,89,Testing,11.65,6.44,5,2.83,11,6,0.565,0.68,35,61,16.2,92.4,22.2,0.397,6.75,0.707,26.0,0.0287,0,0,49.77,0.209,0.429,0.81,0.05,0.179,0.1693,0.1689
EMP0194,Analyst,Engineering,90,Launch,12.79,3.72,3,3.84,8,4,0.264,2.91,33,54,28.9,80.8,80.2,0.0,6.6,0.66,20.0,0.0272,0,0,47.59,0.256,0.235,1.079,0.111,0.222,0.2762,0.2842
EMP0194,Analyst,Engineering,91,Launch,12.35,7.39,8,3.52,7,5,0.298,0.49,34,59,50.4,88.1,5.0,0.0,7.01,0.597,22.8,0.0129,0,0,58.36,0.2,0.648,0.984,0.043,0.183,0.1967,0.0772
EMP0194,Analyst,Engineering,92,Launch,13.43,2.61,2,4.74,9,6,0.222,1.47,55,56,8.5,99.5,178.6,0.0,6.38,0.673,20.0,0.0335,0,0,54.23,0.232,0.149,1.271,0.075,0.163,0.2949,0.2528
EMP0194,Analyst,Engineering,93,Launch,13.34,8.01,8,4.47,12,8,0.34,2.06,38,76,21.2,90.2,17.8,0.0,6.35,0.653,20.0,0.0276,1,0,52.44,0.244,0.6,1.226,0.077,0.26,0.2992,0.1935
EMP0194,Analyst,Engineering,94,Launch,13.65,4.21,3,5.11,18,17,0.091,1.88,40,53,53.1,70.5,75.2,0.0,6.01,0.59,20.0,0.0376,0,1,54.24,0.247,0.22,1.345,0.208,0.238,0.3322,0.3082
EMP0194,Analyst,Engineering,95,Launch,14.0,2.36,4,5.38,8,6,0.595,2.05,36,77,50.9,68.2,68.5,0.0,6.33,0.546,20.0,0.0437,0,0,45.78,0.244,0.286,1.422,0.199,0.266,0.3471,0.1309
EMP0194,Analyst,Engineering,96,Launch,13.39,2.31,2,4.53,15,12,0.121,1.47,39,64,36.3,96.3,165.7,0.0,6.48,0.749,20.5,0.0211,0,0,51.7,0.23,0.149,1.24,0.068,0.137,0.2852,0.244
EMP0194,Analyst,Engineering,97,Launch,12.13,4.79,7,3.68,16,15,0.635,3.31,38,47,6.1,61.2,27.4,0.259,6.84,0.626,21.8,0.0292,0,0,45.79,0.259,0.577,0.976,0.204,0.334,0.2528,0.3139
EMP0194,Analyst,Engineering,98,Launch,12.89,7.73,8,3.92,10,9,0.308,5.0,46,53,38.0,58.4,18.2,0.0,7.27,0.67,20.0,0.0292,1,1,48.52,0.285,0.621,1.101,0.191,0.39,0.3139,0.239
EMP0194,Analyst,Engineering,99,Launch,13.13,3.89,3,5.13,9,6,0.174,2.33,38,67,43.9,81.5,75.0,0.0,6.55,0.56,20.0,0.0474,1,0,43.76,0.246,0.228,1.283,0.111,0.244,0.3155,0.3355
EMP0194,Analyst,Engineering,100,Launch,14.0,5.72,4,5.12,12,7,0.076,2.16,35,58,3.2,77.6,37.2,0.0,5.63,0.684,20.0,0.0376,0,0,42.53,0.261,0.286,1.39,0.194,0.255,0.3628,0.2593
EMP0194,Analyst,Engineering,101,Launch,12.63,4.21,3,3.65,10,8,0.489,0.89,39,65,6.4,84.6,84.1,0.0,7.26,0.534,20.0,0.0375,1,0,60.06,0.203,0.238,1.035,0.046,0.163,0.2101,0.1729
EMP0194,Analyst,Engineering,102,Launch,12.84,1.17,1,4.04,5,3,0.335,2.72,44,56,50.5,78.2,402.4,0.0,6.33,0.609,23.1,0.0462,0,0,48.56,0.258,0.078,1.11,0.144,0.233,0.2864,0.1473
EMP0194,Analyst,Engineering,103,Launch,13.64,3.7,3,4.99,11,8,0.453,0.89,38,66,18.6,85.0,89.5,0.0,6.68,0.63,20.0,0.0238,2,0,49.07,0.214,0.22,1.329,0.082,0.143,0.2844,0.1815
EMP0194,Analyst,Engineering,104,Launch,12.41,7.45,9,3.97,13,12,0.31,1.66,35,75,1.8,91.8,5.8,0.463,6.08,0.651,30.2,0.0353,1,0,50.46,0.242,0.725,1.048,0.095,0.294,0.2535,0.2047
EMP0194,Analyst,Engineering,105,Launch,13.69,8.21,8,5.27,13,12,0.86,0.16,45,61,12.8,72.7,5.0,0.0,6.8,0.725,20.0,0.0293,0,0,57.47,0.197,0.584,1.37,0.143,0.223,0.2699,0.207
EMP0194,Analyst,Engineering,106,Launch,13.06,7.84,8,4.36,12,10,0.058,2.8,45,72,28.4,75.5,5.0,0.0,6.98,0.604,23.0,0.0391,0,0,57.14,0.246,0.613,1.178,0.115,0.319,0.2897,0.3621
EMP0194,Analyst,Engineering,107,Launch,12.58,0.83,1,3.75,8,7,0.514,1.0,41,53,1.6,71.1,437.0,0.0,5.92,0.71,20.0,0.0237,0,0,54.52,0.232,0.079,1.041,0.21,0.156,0.2416,0.2127
EMP0194,Analyst,Engineering,108,Launch,12.95,0.0,0,5.43,15,14,0.092,2.81,36,75,12.6,81.4,214.2,0.0,6.55,0.739,21.2,0.0313,0,0,48.55,0.255,0.0,1.297,0.111,0.18,0.3309,0.2516
EMP0194,Analyst,Engineering,109,Launch,13.25,4.17,5,4.5,12,9,0.339,0.84,31,76,9.7,77.0,45.8,0.0,6.24,0.673,21.5,0.0324,0,1,49.75,0.222,0.377,1.219,0.156,0.212,0.2706,0.4576
EMP0194,Analyst,Engineering,110,Launch,13.78,5.89,5,4.99,10,9,0.271,1.36,37,63,0.7,73.0,27.8,0.0,5.97,0.634,20.0,0.0323,1,0,49.23,0.238,0.363,1.346,0.196,0.237,0.3204,0.2634
EMP0194,Analyst,Engineering,111,Launch,13.46,6.06,9,4.97,14,13,0.645,2.19,47,52,71.3,65.6,9.7,0.0,7.12,0.666,20.0,0.0339,1,0,50.74,0.231,0.669,1.304,0.161,0.315,0.3012,0.3832
EMP0194,Analyst,Engineering,112,Launch,12.81,3.54,5,3.82,13,10,0.079,0.78,42,55,19.6,94.4,56.0,0.0,5.99,0.705,20.0,0.0339,0,0,59.35,0.226,0.39,1.079,0.101,0.199,0.2438,0.3484
EMP0194,Analyst,Engineering,113,Launch,13.06,7.84,7,5.48,11,6,0.315,1.36,43,65,11.9,74.2,5.0,0.0,6.47,0.75,20.0,0.0292,0,0,54.05,0.228,0.536,1.318,0.156,0.253,0.3004,0.124
EMP0194,Analyst,Engineering,114,Launch,13.45,8.07,8,5.82,4,3,0.635,2.19,31,67,65.9,80.4,5.2,0.0,6.83,0.559,20.0,0.0268,1,0,52.55,0.237,0.595,1.409,0.098,0.268,0.3339,0.1232
EMP0194,Analyst,Engineering,115,Launch,12.79,3.06,5,3.84,12,9,0.33,1.01,44,88,3.9,61.1,68.0,0.0,6.03,0.617,20.0,0.0292,0,0,46.47,0.23,0.391,1.079,0.259,0.244,0.2481,0.3005
EMP0194,Analyst,Engineering,116,Launch,13.52,3.83,5,4.81,10,8,0.185,1.52,40,51,24.8,82.8,51.0,0.0,6.51,0.647,20.0,0.0263,0,0,44.42,0.23,0.37,1.291,0.106,0.204,0.297,0.0971
EMP0194,Analyst,Engineering,117,Launch,12.75,7.65,10,4.24,7,5,0.523,2.12,35,67,5.6,81.0,5.0,0.0,7.71,0.649,20.0,0.0122,0,0,52.32,0.218,0.784,1.124,0.05,0.26,0.245,0.2148
EMP0194,Analyst,Engineering,118,Launch,12.26,4.76,4,3.41,7,5,0.591,0.67,44,71,5.1,65.8,34.1,0.0,6.91,0.676,20.0,0.0394,2,2,53.04,0.205,0.326,0.959,0.174,0.216,0.1965,0.1192
EMP0194,Analyst,Engineering,119,Launch,13.33,4.25,7,4.84,11,7,0.25,1.97,39,76,1.4,89.2,36.8,0.0,6.57,0.589,20.0,0.0113,1,0,52.27,0.238,0.525,1.271,0.066,0.207,0.3026,0.1418
EMP0195,Analyst,Sales,0,Planning,7.97,3.94,3,0.14,11,10,0.666,1.97,33,42,22.5,84.7,68.4,0.0,8.3,0.548,43.8,0.0005,0,0,49.82,0.203,0.376,0.014,0.029,0.144,0.0028,0.0489
EMP0195,Analyst,Sales,1,Planning,8.36,3.29,3,0.58,9,5,0.296,0.19,18,48,7.5,74.2,93.6,0.0,7.79,0.564,34.0,0.0309,0,0,40.0,0.178,0.359,0.117,0.088,0.166,0.0209,0.0717
EMP0195,Analyst,Sales,2,Planning,7.08,1.47,1,0.72,10,7,0.289,1.17,27,37,10.8,99.4,384.7,0.0,7.25,0.467,47.5,0.038,0,0,40.0,0.208,0.141,0.0,0.017,0.144,0.0,0.1762
EMP0195,Analyst,Sales,3,Planning,6.97,3.46,4,0.06,6,4,0.33,0.67,32,39,8.2,75.1,63.7,0.0,7.64,0.474,37.9,0.0229,0,0,42.25,0.191,0.574,0.0,0.083,0.206,0.0,0.1228
EMP0195,Analyst,Sales,4,Planning,6.8,3.38,4,0.94,5,3,0.473,2.14,27,41,14.6,64.5,68.2,0.0,8.15,0.561,49.1,0.0,0,0,40.0,0.21,0.588,0.0,0.142,0.224,0.0,0.049
EMP0195,Analyst,Sales,5,Planning,7.65,4.28,4,0.15,9,8,0.103,2.47,21,52,9.4,75.9,68.9,0.118,7.28,0.616,38.2,0.0148,0,0,51.25,0.234,0.523,0.0,0.093,0.236,0.0,0.1028
EMP0195,Analyst,Sales,6,Planning,6.0,3.6,3,0.33,7,4,0.051,2.0,34,35,12.1,67.4,100.7,0.424,8.23,0.531,38.3,0.0,0,0,43.56,0.205,0.5,0.0,0.126,0.198,0.0,0.1791
EMP0195,Analyst,Sales,7,Planning,7.86,4.72,4,0.49,10,8,0.179,1.28,22,46,24.9,59.0,34.0,0.0,6.48,0.496,43.2,0.0481,1,2,44.29,0.226,0.509,0.044,0.24,0.308,0.0099,0.4025
EMP0195,Analyst,Sales,8,Planning,6.44,3.86,3,0.97,12,8,0.508,0.84,24,59,10.0,53.0,86.8,0.0,7.35,0.567,44.5,0.0,0,0,46.35,0.2,0.466,0.0,0.216,0.183,0.0,0.2698
EMP0195,Analyst,Sales,9,Planning,7.46,2.93,4,1.05,9,6,0.04,1.33,37,43,6.1,89.4,97.8,0.0,8.41,0.545,36.5,0.0141,0,0,41.49,0.188,0.536,0.064,0.003,0.176,0.012,0.0706
EMP0195,Analyst,Sales,10,Planning,8.21,3.29,3,0.46,12,7,0.357,0.8,22,33,23.1,93.6,86.7,0.0,7.68,0.53,32.0,0.0089,0,0,48.42,0.192,0.365,0.084,0.0,0.115,0.0161,0.0962
EMP0195,Analyst,Sales,11,Planning,7.11,4.04,7,0.09,3,2,0.086,0.7,25,49,68.1,82.3,42.1,0.0,7.5,0.478,39.4,0.0,0,0,44.92,0.194,0.985,0.0,0.043,0.231,0.0,0.1123
EMP0195,Analyst,Sales,12,Planning,6.3,2.86,4,0.63,6,5,0.239,0.22,39,57,23.1,68.2,96.6,0.0,7.87,0.505,46.4,0.0028,0,0,50.09,0.177,0.635,0.0,0.121,0.176,0.0,0.0841
EMP0195,Analyst,Sales,13,Planning,6.17,3.45,5,0.23,6,4,0.56,1.27,33,51,2.3,37.9,45.5,0.384,8.22,0.549,48.8,0.0014,0,0,44.2,0.191,0.81,0.0,0.289,0.29,0.0,0.2017
EMP0195,Analyst,Sales,14,Planning,6.92,3.3,4,1.25,6,3,0.626,1.29,24,49,16.3,76.7,49.1,0.0,7.81,0.554,39.4,0.0128,1,0,50.36,0.2,0.578,0.021,0.074,0.202,0.0042,0.1234
EMP0195,Analyst,Sales,15,Planning,6.19,3.4,3,0.81,7,6,0.579,3.27,32,53,7.6,40.7,90.7,0.0,6.82,0.492,52.4,0.0402,0,1,40.0,0.259,0.485,0.0,0.319,0.371,0.0,0.2993
EMP0195,Analyst,Sales,16,Planning,7.33,4.34,5,1.22,6,4,0.422,2.2,34,50,17.8,49.4,47.7,0.0,8.59,0.489,47.3,0.0138,0,0,50.07,0.202,0.682,0.069,0.226,0.298,0.0139,0.1734
EMP0195,Analyst,Sales,17,Planning,7.45,2.07,3,0.44,8,5,0.473,1.94,31,45,7.4,47.1,108.9,0.0,7.19,0.466,43.8,0.0072,0,0,40.0,0.225,0.403,0.0,0.259,0.231,0.0,0.2965
EMP0195,Analyst,Sales,18,Planning,7.3,1.5,2,0.94,5,3,0.214,2.55,24,48,33.5,68.8,190.0,0.0,7.74,0.632,43.0,0.0177,0,0,41.01,0.226,0.274,0.03,0.118,0.202,0.0068,0.0876
EMP0195,Analyst,Sales,19,Planning,7.17,4.02,3,0.61,4,3,0.267,0.79,32,47,27.0,68.8,75.8,0.33,8.3,0.549,37.6,0.0,0,0,53.94,0.18,0.418,0.0,0.118,0.143,0.0,0.1294
EMP0195,Analyst,Sales,20,Planning,7.07,2.65,3,0.58,5,4,0.431,1.55,28,53,59.1,79.6,109.5,0.0,7.79,0.628,38.7,0.0062,0,0,47.5,0.205,0.424,0.0,0.058,0.161,0.0,0.084
EMP0195,Analyst,Sales,21,Planning,6.96,0.0,0,0.2,5,4,0.577,0.86,22,48,34.6,78.0,263.1,0.0,8.37,0.471,45.8,0.02,1,1,53.02,0.18,0.0,0.0,0.067,0.086,0.0,0.0728
EMP0195,Analyst,Sales,22,Planning,6.72,2.55,5,0.68,6,4,0.193,0.64,33,40,8.5,58.4,90.6,0.0,7.97,0.474,49.2,0.016,0,0,49.66,0.183,0.744,0.0,0.176,0.253,0.0,0.078
EMP0195,Analyst,Sales,23,Planning,6.81,2.36,2,0.62,11,10,0.115,1.79,26,35,17.5,62.9,183.2,0.0,7.88,0.477,45.8,0.0296,1,0,47.05,0.208,0.294,0.0,0.151,0.217,0.0,0.159
EMP0195,Analyst,Sales,24,Planning,7.27,4.07,3,0.06,12,9,0.444,0.85,22,60,6.1,78.1,73.6,0.0,8.51,0.458,47.5,0.0019,0,0,55.22,0.177,0.413,0.0,0.066,0.132,0.0,0.0507
EMP0195,Analyst,Sales,25,Planning,7.56,3.65,3,0.25,11,7,0.564,0.6,35,35,28.1,65.9,79.7,0.0,7.33,0.491,41.3,0.0169,0,0,40.69,0.195,0.397,0.0,0.145,0.175,0.0,0.1884
EMP0195,Analyst,Sales,26,Planning,7.02,4.2,4,0.66,5,3,0.186,1.31,21,48,18.0,85.5,37.8,0.0,7.95,0.45,40.7,0.0123,0,0,46.2,0.197,0.57,0.0,0.025,0.185,0.0,0.0615
EMP0195,Analyst,Sales,27,Planning,6.55,1.21,1,0.13,5,3,0.152,1.99,32,48,15.1,46.3,402.8,0.096,8.19,0.506,43.6,0.0008,0,0,46.76,0.206,0.153,0.0,0.243,0.165,0.0,0.0451
EMP0195,Analyst,Sales,28,Planning,6.51,3.6,3,0.24,10,6,0.438,1.58,27,52,5.8,48.9,72.3,0.0,7.98,0.524,45.8,0.0166,2,0,49.09,0.202,0.461,0.0,0.228,0.241,0.0,0.0713
EMP0195,Analyst,Sales,29,Planning,7.1,1.14,1,0.01,5,4,0.29,1.6,27,37,4.6,86.7,411.0,0.0,7.42,0.629,33.6,0.0207,0,0,45.04,0.214,0.141,0.0,0.024,0.125,0.0,0.0858
EMP0195,Analyst,Sales,30,Development,9.72,5.24,7,0.81,10,7,0.195,1.64,38,54,8.5,58.6,37.5,0.0,7.56,0.609,31.3,0.0083,1,0,48.38,0.212,0.72,0.316,0.174,0.262,0.067,0.1486
EMP0195,Analyst,Sales,31,Development,8.74,4.62,7,0.74,7,5,0.661,3.9,30,60,4.4,59.2,33.5,0.0,7.42,0.607,41.6,0.029,0,0,40.0,0.26,0.801,0.185,0.176,0.388,0.0481,0.287
EMP0195,Analyst,Sales,32,Development,9.81,1.79,3,1.27,6,4,0.513,1.74,31,49,85.4,90.5,122.8,0.0,6.69,0.55,22.2,0.0181,0,0,49.51,0.231,0.306,0.385,0.054,0.166,0.0889,0.1213
EMP0195,Analyst,Sales,33,Development,8.15,2.55,3,0.58,7,6,0.013,1.44,37,52,4.7,58.2,119.0,0.0,7.3,0.573,34.0,0.0204,0,0,45.66,0.213,0.368,0.091,0.19,0.215,0.0194,0.2087
